Tract,Name,MedianIncome,TotalPopulation,MedianAge,PopulationWhiteAlone,PopulationBlackAlone,PopulationAmericanIndianAlaskaNativeAlone,PopulationAsianAlone,PopulationNativeHawaiianPacificIslanderAlone,PopulationSomeOtherRaceAlone,PopulationTwoOrMoreRaces,PopulationNotHispanicWhiteAlone,PopulationHispanic,MedianGrossRent,MedianHomeValue,MedianYearStructureBuilt,TotalHousingUnits,TotalVacantHousingUnits,OccupiedHousingUnitsOwnerOccupied,OccupiedHousingUnitsRenterOccupied,TravelTimeToWork_lessthan5min,TravelTimeToWork_5to9min,TravelTimeToWork_10to14min,TravelTimeToWork_15to19min,TravelTimeToWork_20to24min,TravelTimeToWork_25to29min,TravelTimeToWork_30to34min,TravelTimeToWork_35to44min,TravelTimeToWork_45to59min,TravelTimeToWork_60to89min,TravelTimeToWork_90ormoremin,MeansOfTransportationToWork_CarTruckVan,MeansOfTransportationToWork_PublicTransportation,MeansOfTransportationToWork_Bicycle,MeansOfTransportationToWork_Walked,MeansOfTransportationToWork_WorkedFromHome,geometry,GEOID
019200,Block Group 1; Census Tract 192; New York County; New York,61250,782,33.1,149,183,0,5,0,170,275,106,464,2137,-666666666,1980,159,0,8,151,0,0,0,14,0,8,26,0,34,104,129,8,277,0,30,16,"POLYGON ((-73.93351585648156 40.79859346569453, -73.93304985724461 40.7992304663323, -73.93266685787036 40.79975246685169, -73.93248885815993 40.79999746709723, -73.93215285870623 40.80045746755493, -73.93196885900454 40.8007104678072, -73.93177285932232 40.80097846807258, -73.93138785994591 40.80150246858791, -73.93120186024693 40.80175446883406, -73.93101486055126 40.80200046906683, -73.93098986058958 40.80204146911372, -73.93072986099959 40.80242646952031, -73.93036986163074 40.80273646964807, -73.93023586187167 40.80283046965381, -73.93014886203036 40.80288346964188, -73.92998286233309 40.80298446961876, -73.92958786306623 40.80317946947518, -73.92822486559193 40.80384946896947, -73.92752486731865 40.80276346594169, -73.92724986793175 40.80255746518025, -73.92673686897696 40.80249946439091, -73.92656186933486 40.80247546411357, -73.92641886962133 40.8024754639248, -73.92508087228757 40.80252046224511, -73.92529087202874 40.80200146152344, -73.92560287140437 40.80199746192701, -73.92685386950942 40.79998745969485, -73.92690086944528 40.79988745956333, -73.92737886887505 40.79859245768613, -73.9275988686009 40.79802945688435, -73.9273548692646 40.79746745548027, -73.92712186985818 40.7970664544026, -73.92693887055424 40.79599945210429, -73.92696287073655 40.79524145067138, -73.92725687024983 40.7948754503437, -73.9292558658894 40.79586645484508, -73.92942886550952 40.79596345525719, -73.92945486545231 40.79597845531997, -73.92954286525952 40.79602645552706, -73.92956886520263 40.7960404555879, -73.92977686474667 40.79615545608054, -73.93174286051948 40.79698746024908, -73.93399085570471 40.79793146501714, -73.93351585648156 40.79859346569453))",36061019200
019200,Block Group 2; Census Tract 192; New York County; New York,12197,1860,28.2,206,1390,11,0,0,96,157,109,609,501,-666666666,1963,771,11,0,760,0,46,32,36,71,8,159,0,0,106,22,64,259,0,104,41,"POLYGON ((-73.93351585648156 40.79859346569453, -73.93304985724461 40.7992304663323, -73.93266685787036 40.79975246685169, -73.93248885815993 40.79999746709723, -73.93215285870623 40.80045746755493, -73.93196885900454 40.8007104678072, -73.93177285932232 40.80097846807258, -73.93138785994591 40.80150246858791, -73.93120186024693 40.80175446883406, -73.93101486055126 40.80200046906683, -73.93098986058958 40.80204146911372, -73.93072986099959 40.80242646952031, -73.93036986163074 40.80273646964807, -73.93023586187167 40.80283046965381, -73.93014886203036 40.80288346964188, -73.92998286233309 40.80298446961876, -73.92958786306623 40.80317946947518, -73.92822486559193 40.80384946896947, -73.92752486731865 40.80276346594169, -73.92724986793175 40.80255746518025, -73.92673686897696 40.80249946439091, -73.92656186933486 40.80247546411357, -73.92641886962133 40.8024754639248, -73.92508087228757 40.80252046224511, -73.92529087202874 40.80200146152344, -73.92560287140437 40.80199746192701, -73.92685386950942 40.79998745969485, -73.92690086944528 40.79988745956333, -73.92737886887505 40.79859245768613, -73.9275988686009 40.79802945688435, -73.9273548692646 40.79746745548027, -73.92712186985818 40.7970664544026, -73.92693887055424 40.79599945210429, -73.92696287073655 40.79524145067138, -73.92725687024983 40.7948754503437, -73.9292558658894 40.79586645484508, -73.92942886550952 40.79596345525719, -73.92945486545231 40.79597845531997, -73.92954286525952 40.79602645552706, -73.92956886520263 40.7960404555879, -73.92977686474667 40.79615545608054, -73.93174286051948 40.79698746024908, -73.93399085570471 40.79793146501714, -73.93351585648156 40.79859346569453))",36061019200
019200,Block Group 3; Census Tract 192; New York County; New York,16866,1716,43.3,46,845,0,20,0,557,248,7,947,409,-666666666,1958,787,119,0,668,0,0,0,0,8,0,90,0,15,224,35,22,389,0,0,25,"POLYGON ((-73.93351585648156 40.79859346569453, -73.93304985724461 40.7992304663323, -73.93266685787036 40.79975246685169, -73.93248885815993 40.79999746709723, -73.93215285870623 40.80045746755493, -73.93196885900454 40.8007104678072, -73.93177285932232 40.80097846807258, -73.93138785994591 40.80150246858791, -73.93120186024693 40.80175446883406, -73.93101486055126 40.80200046906683, -73.93098986058958 40.80204146911372, -73.93072986099959 40.80242646952031, -73.93036986163074 40.80273646964807, -73.93023586187167 40.80283046965381, -73.93014886203036 40.80288346964188, -73.92998286233309 40.80298446961876, -73.92958786306623 40.80317946947518, -73.92822486559193 40.80384946896947, -73.92752486731865 40.80276346594169, -73.92724986793175 40.80255746518025, -73.92673686897696 40.80249946439091, -73.92656186933486 40.80247546411357, -73.92641886962133 40.8024754639248, -73.92508087228757 40.80252046224511, -73.92529087202874 40.80200146152344, -73.92560287140437 40.80199746192701, -73.92685386950942 40.79998745969485, -73.92690086944528 40.79988745956333, -73.92737886887505 40.79859245768613, -73.9275988686009 40.79802945688435, -73.9273548692646 40.79746745548027, -73.92712186985818 40.7970664544026, -73.92693887055424 40.79599945210429, -73.92696287073655 40.79524145067138, -73.92725687024983 40.7948754503437, -73.9292558658894 40.79586645484508, -73.92942886550952 40.79596345525719, -73.92945486545231 40.79597845531997, -73.92954286525952 40.79602645552706, -73.92956886520263 40.7960404555879, -73.92977686474667 40.79615545608054, -73.93174286051948 40.79698746024908, -73.93399085570471 40.79793146501714, -73.93351585648156 40.79859346569453))",36061019200
019300,Block Group 1; Census Tract 193; New York County; New York,99491,1942,35.7,781,380,0,228,0,265,288,751,583,1967,629300,1938,834,0,397,437,0,0,0,28,41,0,307,43,64,166,0,34,509,68,49,277,"POLYGON ((-73.96521479210246 40.80111051229445, -73.96475979292387 40.80174051300789, -73.9643007937506 40.80237251371791, -73.96386079454186 40.80297151438215, -73.96107680030345 40.80179950827876, -73.96015780221585 40.80138550621377, -73.95964680328055 40.80115550506727, -73.95903180455984 40.80089850372947, -73.95883480497004 40.80081550329981, -73.95855780554675 40.80070050269941, -73.95850180566332 40.80067750257856, -73.95819480630243 40.80055250191852, -73.95835380602018 40.80033650168302, -73.95861880554914 40.79997650128991, -73.9590768047336 40.79935150060292, -73.95953680391302 40.79871849989976, -73.96003680301715 40.79803749914736, -73.96147780000479 40.79865350229854, -73.96286879710532 40.79923950532917, -73.9657107912025 40.80043651154078, -73.96521479210246 40.80111051229445))",36061019300
019300,Block Group 2; Census Tract 193; New York County; New York,55952,1324,30.0,483,83,0,49,0,534,175,432,672,2885,-666666666,1938,563,0,44,519,0,16,0,33,41,183,381,50,46,47,0,17,670,0,110,113,"POLYGON ((-73.96521479210246 40.80111051229445, -73.96475979292387 40.80174051300789, -73.9643007937506 40.80237251371791, -73.96386079454186 40.80297151438215, -73.96107680030345 40.80179950827876, -73.96015780221585 40.80138550621377, -73.95964680328055 40.80115550506727, -73.95903180455984 40.80089850372947, -73.95883480497004 40.80081550329981, -73.95855780554675 40.80070050269941, -73.95850180566332 40.80067750257856, -73.95819480630243 40.80055250191852, -73.95835380602018 40.80033650168302, -73.95861880554914 40.79997650128991, -73.9590768047336 40.79935150060292, -73.95953680391302 40.79871849989976, -73.96003680301715 40.79803749914736, -73.96147780000479 40.79865350229854, -73.96286879710532 40.79923950532917, -73.9657107912025 40.80043651154078, -73.96521479210246 40.80111051229445))",36061019300
019300,Block Group 3; Census Tract 193; New York County; New York,90256,1727,28.2,601,185,0,81,0,135,725,601,828,1772,-666666666,1947,703,57,145,501,0,0,0,195,110,137,233,95,33,24,0,147,693,0,273,94,"POLYGON ((-73.96521479210246 40.80111051229445, -73.96475979292387 40.80174051300789, -73.9643007937506 40.80237251371791, -73.96386079454186 40.80297151438215, -73.96107680030345 40.80179950827876, -73.96015780221585 40.80138550621377, -73.95964680328055 40.80115550506727, -73.95903180455984 40.80089850372947, -73.95883480497004 40.80081550329981, -73.95855780554675 40.80070050269941, -73.95850180566332 40.80067750257856, -73.95819480630243 40.80055250191852, -73.95835380602018 40.80033650168302, -73.95861880554914 40.79997650128991, -73.9590768047336 40.79935150060292, -73.95953680391302 40.79871849989976, -73.96003680301715 40.79803749914736, -73.96147780000479 40.79865350229854, -73.96286879710532 40.79923950532917, -73.9657107912025 40.80043651154078, -73.96521479210246 40.80111051229445))",36061019300
019300,Block Group 4; Census Tract 193; New York County; New York,114122,1023,25.6,619,113,3,81,0,0,207,544,154,2669,-666666666,1938,394,62,24,308,3,12,12,5,125,27,124,27,27,53,0,3,248,24,143,314,"POLYGON ((-73.96521479210246 40.80111051229445, -73.96475979292387 40.80174051300789, -73.9643007937506 40.80237251371791, -73.96386079454186 40.80297151438215, -73.96107680030345 40.80179950827876, -73.96015780221585 40.80138550621377, -73.95964680328055 40.80115550506727, -73.95903180455984 40.80089850372947, -73.95883480497004 40.80081550329981, -73.95855780554675 40.80070050269941, -73.95850180566332 40.80067750257856, -73.95819480630243 40.80055250191852, -73.95835380602018 40.80033650168302, -73.95861880554914 40.79997650128991, -73.9590768047336 40.79935150060292, -73.95953680391302 40.79871849989976, -73.96003680301715 40.79803749914736, -73.96147780000479 40.79865350229854, -73.96286879710532 40.79923950532917, -73.9657107912025 40.80043651154078, -73.96521479210246 40.80111051229445))",36061019300
019300,Block Group 5; Census Tract 193; New York County; New York,-666666666,2747,38.8,520,944,0,272,0,941,70,384,1178,-666666666,-666666666,1960,974,70,24,880,106,294,86,0,0,0,25,43,236,104,40,54,394,0,486,83,"POLYGON ((-73.96521479210246 40.80111051229445, -73.96475979292387 40.80174051300789, -73.9643007937506 40.80237251371791, -73.96386079454186 40.80297151438215, -73.96107680030345 40.80179950827876, -73.96015780221585 40.80138550621377, -73.95964680328055 40.80115550506727, -73.95903180455984 40.80089850372947, -73.95883480497004 40.80081550329981, -73.95855780554675 40.80070050269941, -73.95850180566332 40.80067750257856, -73.95819480630243 40.80055250191852, -73.95835380602018 40.80033650168302, -73.95861880554914 40.79997650128991, -73.9590768047336 40.79935150060292, -73.95953680391302 40.79871849989976, -73.96003680301715 40.79803749914736, -73.96147780000479 40.79865350229854, -73.96286879710532 40.79923950532917, -73.9657107912025 40.80043651154078, -73.96521479210246 40.80111051229445))",36061019300
019300,Block Group 6; Census Tract 193; New York County; New York,-666666666,1891,47.1,851,11,0,435,0,372,222,564,881,1018,-666666666,1958,1020,0,47,973,0,62,0,0,0,116,259,66,47,270,54,95,717,0,62,101,"POLYGON ((-73.96521479210246 40.80111051229445, -73.96475979292387 40.80174051300789, -73.9643007937506 40.80237251371791, -73.96386079454186 40.80297151438215, -73.96107680030345 40.80179950827876, -73.96015780221585 40.80138550621377, -73.95964680328055 40.80115550506727, -73.95903180455984 40.80089850372947, -73.95883480497004 40.80081550329981, -73.95855780554675 40.80070050269941, -73.95850180566332 40.80067750257856, -73.95819480630243 40.80055250191852, -73.95835380602018 40.80033650168302, -73.95861880554914 40.79997650128991, -73.9590768047336 40.79935150060292, -73.95953680391302 40.79871849989976, -73.96003680301715 40.79803749914736, -73.96147780000479 40.79865350229854, -73.96286879710532 40.79923950532917, -73.9657107912025 40.80043651154078, -73.96521479210246 40.80111051229445))",36061019300
019400,Block Group 1; Census Tract 194; New York County; New York,17383,2309,43.0,335,656,0,114,0,878,326,100,1496,688,-666666666,1952,1013,30,19,964,0,0,0,76,57,45,110,0,0,120,54,45,342,0,62,79,"POLYGON ((-73.93814384664105 40.80050947551815, -73.9376858473982 40.80114047616278, -73.9372278481537 40.80176847679919, -73.93676984890681 40.80239647743331, -73.93630984966181 40.80302347806052, -73.93406185442049 40.80207647323229, -73.93396385465996 40.80192047279743, -73.93364985532652 40.80178747212321, -73.93263485748587 40.80134946993027, -73.93177285932232 40.80097846807258, -73.93196885900454 40.8007104678072, -73.93215285870623 40.80045746755493, -73.93248885815993 40.79999746709723, -73.93266685787036 40.79975246685169, -73.93304985724461 40.7992304663323, -73.93351585648156 40.79859346569453, -73.93399085570471 40.79793146501714, -73.93636085064574 40.79893447007754, -73.93860284587846 40.79988247488043, -73.93814384664105 40.80050947551815))",36061019400
019400,Block Group 2; Census Tract 194; New York County; New York,93456,1078,28.5,268,258,0,95,0,52,405,268,457,1456,621600,2007,570,84,169,317,0,0,19,0,84,180,160,54,50,106,59,247,446,19,0,179,"POLYGON ((-73.93814384664105 40.80050947551815, -73.9376858473982 40.80114047616278, -73.9372278481537 40.80176847679919, -73.93676984890681 40.80239647743331, -73.93630984966181 40.80302347806052, -73.93406185442049 40.80207647323229, -73.93396385465996 40.80192047279743, -73.93364985532652 40.80178747212321, -73.93263485748587 40.80134946993027, -73.93177285932232 40.80097846807258, -73.93196885900454 40.8007104678072, -73.93215285870623 40.80045746755493, -73.93248885815993 40.79999746709723, -73.93266685787036 40.79975246685169, -73.93304985724461 40.7992304663323, -73.93351585648156 40.79859346569453, -73.93399085570471 40.79793146501714, -73.93636085064574 40.79893447007754, -73.93860284587846 40.79988247488043, -73.93814384664105 40.80050947551815))",36061019400
019400,Block Group 3; Census Tract 194; New York County; New York,63699,1400,38.6,522,539,5,98,0,181,55,206,546,1363,-666666666,2003,723,112,14,597,0,0,0,56,37,0,184,0,150,75,25,76,377,0,74,54,"POLYGON ((-73.93814384664105 40.80050947551815, -73.9376858473982 40.80114047616278, -73.9372278481537 40.80176847679919, -73.93676984890681 40.80239647743331, -73.93630984966181 40.80302347806052, -73.93406185442049 40.80207647323229, -73.93396385465996 40.80192047279743, -73.93364985532652 40.80178747212321, -73.93263485748587 40.80134946993027, -73.93177285932232 40.80097846807258, -73.93196885900454 40.8007104678072, -73.93215285870623 40.80045746755493, -73.93248885815993 40.79999746709723, -73.93266685787036 40.79975246685169, -73.93304985724461 40.7992304663323, -73.93351585648156 40.79859346569453, -73.93399085570471 40.79793146501714, -73.93636085064574 40.79893447007754, -73.93860284587846 40.79988247488043, -73.93814384664105 40.80050947551815))",36061019400
019400,Block Group 4; Census Tract 194; New York County; New York,-666666666,1737,36.3,511,386,0,2,0,823,15,63,1388,724,-666666666,1975,658,29,1,628,0,14,52,0,0,46,272,0,17,101,27,0,493,0,97,149,"POLYGON ((-73.93814384664105 40.80050947551815, -73.9376858473982 40.80114047616278, -73.9372278481537 40.80176847679919, -73.93676984890681 40.80239647743331, -73.93630984966181 40.80302347806052, -73.93406185442049 40.80207647323229, -73.93396385465996 40.80192047279743, -73.93364985532652 40.80178747212321, -73.93263485748587 40.80134946993027, -73.93177285932232 40.80097846807258, -73.93196885900454 40.8007104678072, -73.93215285870623 40.80045746755493, -73.93248885815993 40.79999746709723, -73.93266685787036 40.79975246685169, -73.93304985724461 40.7992304663323, -73.93351585648156 40.79859346569453, -73.93399085570471 40.79793146501714, -73.93636085064574 40.79893447007754, -73.93860284587846 40.79988247488043, -73.93814384664105 40.80050947551815))",36061019400
019500,Block Group 1; Census Tract 195; New York County; New York,110893,1401,49.1,982,63,0,171,0,107,78,946,169,2481,1214100,1938,695,123,307,265,0,41,74,10,79,43,149,14,36,42,39,43,374,23,108,198,"POLYGON ((-73.97717176742312 40.8080245427496, -73.97113277964854 40.80580152995972, -73.97084078024366 40.80568452932398, -73.97069278054489 40.80562952901091, -73.96855878489363 40.80485252453768, -73.96804778593474 40.80468352350422, -73.96670078869224 40.80416852063807, -73.96438679345626 40.80319351553941, -73.9643187935966 40.80316451538913, -73.96386079454186 40.80297151438215, -73.9643007937506 40.80237251371791, -73.96475979292387 40.80174051300789, -73.96521479210246 40.80111051229445, -73.9657107912025 40.80043651154078, -73.96717578817037 40.80105651475954, -73.96787778672014 40.80135351630427, -73.96858378526558 40.80163551782448, -73.9700467822511 40.80226452107362, -73.97027278178639 40.80235952157163, -73.972355777519 40.80317152603546, -73.97249977722579 40.80321652632102, -73.97265677690491 40.80327652665554, -73.97289877640897 40.80338252719989, -73.97886376427732 40.80570654006456, -73.97717176742312 40.8080245427496))",36061019500
019500,Block Group 2; Census Tract 195; New York County; New York,-666666666,656,60.9,452,0,0,46,0,116,42,452,77,1653,965700,1938,543,72,238,233,37,0,0,0,0,31,22,12,68,25,50,27,165,0,35,79,"POLYGON ((-73.97717176742312 40.8080245427496, -73.97113277964854 40.80580152995972, -73.97084078024366 40.80568452932398, -73.97069278054489 40.80562952901091, -73.96855878489363 40.80485252453768, -73.96804778593474 40.80468352350422, -73.96670078869224 40.80416852063807, -73.96438679345626 40.80319351553941, -73.9643187935966 40.80316451538913, -73.96386079454186 40.80297151438215, -73.9643007937506 40.80237251371791, -73.96475979292387 40.80174051300789, -73.96521479210246 40.80111051229445, -73.9657107912025 40.80043651154078, -73.96717578817037 40.80105651475954, -73.96787778672014 40.80135351630427, -73.96858378526558 40.80163551782448, -73.9700467822511 40.80226452107362, -73.97027278178639 40.80235952157163, -73.972355777519 40.80317152603546, -73.97249977722579 40.80321652632102, -73.97265677690491 40.80327652665554, -73.97289877640897 40.80338252719989, -73.97886376427732 40.80570654006456, -73.97717176742312 40.8080245427496))",36061019500
